"","Taxon_final","latitude","longitude","db","type","institute","sample_number","record_identifier","status","genus","country","locality","improvement"
"603","Cucurbita_pepo",16.737877,-92.638189,"CWR_OCC","H","Bioversity","","2142257","","Cucurbita","Mexico","Mexico : Chiapas : San Cristobal de las Casas",""
"604","Cucurbita_pepo",19.45,-98.11,"CWR_OCC","H","Bioversity","","2018656","","Cucurbita","Mexico","","cultivated"
"605","Cucurbita_pepo",14.85,-90.9,"GBIF","H","Bioversity","1302292818","1302292818","UNKNOWN","Cucurbita","GT","San Jose Poaquil","cultivated"
"606","Cucurbita_pepo",-26.2,28.08333,"GBIF","H","USA020","205727820","205727820","UNKNOWN","Cucurbita","ZA","Johannesburg  South Africa","cultivated"
"607","Cucurbita_pepo",-16.9333,145.8,"GBIF","H","CNS","994112408","994112408","PRESERVED_SPECIMEN","Cucurbita","AU","CULTIVATED: Claytons Creek.","cultivated"
"608","Cucurbita_pepo",19.45,-98.11,"CWR_OCC","H","Bioversity","","2018659","","Cucurbita","Mexico","","cultivated"
"609","Cucurbita_pepo",30.5,31,"CWR_OCC","H","Bioversity","PI 525177","2018835","","Cucurbita","Egypt","Zawyh El Naora  11 km N of El Suhada","cultivated"
"610","Cucurbita_pepo",14.766667,-91.183333,"GBIF","H","CATIE","1305088822","1305088822","UNKNOWN","Cucurbita","GT","Mercado","cultivated"
"611","Cucurbita_pepo",-34.62,-58.44,"CWR_OCC","H","Bioversity","PI 458732","2018690","","Cucurbita","Argentina","Vavilov Laboratory","cultivated"
"612","Cucurbita_pepo",-30.333333,139.366667,"GBIF","H","AD","992574605","992574605","PRESERVED_SPECIMEN","Cucurbita","AU","1 km from Arkaroola","cultivated"
"613","Cucurbita_pepo",28.81,30.9,"CWR_OCC","H","Bioversity","PI 525175","2018833","","Cucurbita","Egypt","El Fashn","cultivated"
