"","Taxon_final","latitude","longitude","db","type","institute","sample_number","record_identifier","status","genus","country","locality","improvement"
"167","Cucurbita_pepo_subsp._ovifera_var._ovifera",40.0625,-1.28556,"GBIF","H","ESP026","210242562","210242562","PRESERVED_SPECIMEN","Cucurbita","ES","Ademuz  province of Valencia","cultivated"
"168","Cucurbita_pepo_subsp._ovifera_var._ovifera",40.0625,-1.28556,"GBIF","H","ESP026","210242561","210242561","PRESERVED_SPECIMEN","Cucurbita","ES","Ademuz  province of Valencia","cultivated"
"169","Cucurbita_pepo_subsp._ovifera_var._ovifera",40.0778,-2.13028,"GBIF","H","ESP026","210242707","210242707","PRESERVED_SPECIMEN","Cucurbita","ES","Cuenca  province of Cuenca","cultivated"
"170","Cucurbita_pepo_subsp._ovifera_var._ovifera",40.105,-0.206944,"GBIF","H","ESP026","210242556","210242556","PRESERVED_SPECIMEN","Cucurbita","ES","La Foya  Alcora  province of Castellon","cultivated"
"171","Cucurbita_pepo_subsp._ovifera_var._ovifera",40.1131,-5.77444,"GBIF","H","ESP026","210243699","210243699","PRESERVED_SPECIMEN","Cucurbita","ES","Garganta la Olla  province of Caceres","cultivated"
"172","Cucurbita_pepo_subsp._ovifera_var._ovifera",40.1189,-0.236667,"GBIF","H","ESP026","210242555","210242555","PRESERVED_SPECIMEN","Cucurbita","ES","Figueroles  province of Castellon","cultivated"
"173","Cucurbita_pepo_subsp._ovifera_var._ovifera",40.1422,-0.813889,"GBIF","H","ESP026","210242651","210242651","PRESERVED_SPECIMEN","Cucurbita","ES","Sarrion  province of Teruel","cultivated"
"174","Cucurbita_pepo_subsp._ovifera_var._ovifera",40.1675,-2.14389,"GBIF","H","ESP026","210242703","210242703","PRESERVED_SPECIMEN","Cucurbita","ES","Mariana  province of Cuenca","cultivated"
"175","Cucurbita_pepo_subsp._ovifera_var._ovifera",40.1964,-2.1625,"GBIF","H","ESP026","210242687","210242687","PRESERVED_SPECIMEN","Cucurbita","ES","Sotos  Sotorribas  province of Cuenca","cultivated"
"176","Cucurbita_pepo_subsp._ovifera_var._ovifera",40.2031,-0.416667,"GBIF","H","ESP026","210242554","210242554","PRESERVED_SPECIMEN","Cucurbita","ES","Villahermosa del Rio  province of Castellon","cultivated"
"177","Cucurbita_pepo_subsp._ovifera_var._ovifera",40.3183,-2.21389,"GBIF","H","ESP026","210242702","210242702","PRESERVED_SPECIMEN","Cucurbita","ES","Villaseca  Sotorribas  province of Cuenca","cultivated"
"178","Cucurbita_pepo_subsp._ovifera_var._ovifera",40.3236,-3.10833,"GBIF","H","ESP026","210242712","210242712","PRESERVED_SPECIMEN","Cucurbita","ES","Mondejar  province of Guadalajara","cultivated"
"179","Cucurbita_pepo_subsp._ovifera_var._ovifera",40.3236,-3.10833,"GBIF","H","ESP026","210242711","210242711","PRESERVED_SPECIMEN","Cucurbita","ES","Mondejar  province of Guadalajara","cultivated"
"180","Cucurbita_pepo_subsp._ovifera_var._ovifera",40.3342,-2.23056,"GBIF","H","ESP026","210242686","210242686","PRESERVED_SPECIMEN","Cucurbita","ES","Ribagorda  Sotorribas  province of Cuenca","cultivated"
"181","Cucurbita_pepo_subsp._ovifera_var._ovifera",40.3808,-0.141111,"GBIF","H","ESP026","210242564","210242564","PRESERVED_SPECIMEN","Cucurbita","ES","Benasal  province of Castellon","cultivated"
"182","Cucurbita_pepo_subsp._ovifera_var._ovifera",40.3808,-0.141111,"GBIF","H","ESP026","210242563","210242563","PRESERVED_SPECIMEN","Cucurbita","ES","Benasal  province of Castellon","cultivated"
"183","Cucurbita_pepo_subsp._ovifera_var._ovifera",40.4078,-1.44333,"GBIF","H","ESP026","210242650","210242650","PRESERVED_SPECIMEN","Cucurbita","ES","Albarracin  province of Teruel","cultivated"
"184","Cucurbita_pepo_subsp._ovifera_var._ovifera",40.5292,-0.404444,"GBIF","H","ESP026","210242664","210242664","PRESERVED_SPECIMEN","Cucurbita","ES","Cantavieja  province of Teruel","cultivated"
"185","Cucurbita_pepo_subsp._ovifera_var._ovifera",40.5881,-1.78972,"GBIF","H","ESP026","210242718","210242718","PRESERVED_SPECIMEN","Cucurbita","ES","Checa  province of Guadalajara","cultivated"
"186","Cucurbita_pepo_subsp._ovifera_var._ovifera",40.6408,-2.84139,"GBIF","H","ESP026","210242714","210242714","PRESERVED_SPECIMEN","Cucurbita","ES","Yelamos de Arriba  province of Guadalajara","cultivated"
"187","Cucurbita_pepo_subsp._ovifera_var._ovifera",40.6581,0.157222,"GBIF","H","ESP026","210242571","210242571","PRESERVED_SPECIMEN","Cucurbita","ES","Puebla de Benifasar  province of Castellon","cultivated"
"188","Cucurbita_pepo_subsp._ovifera_var._ovifera",40.6581,0.157222,"GBIF","H","ESP026","210242565","210242565","PRESERVED_SPECIMEN","Cucurbita","ES","Puebla de Benifasar  province of Castellon","cultivated"
